Site,Date,State,LatinName,EnglishName,Season,Survey,ButterflyCount,HoursObserved
SantaRitaMountains,10/4/2020,AZ,Gyrocheilus patrobas,Red-bordered satyr,Fall,2020 Fall,31,63.5
McDowellSonoranPreserve,9/25/2021,AZ,Heliopetes ericetorum,Northern white-skipper,Fall,2021 Fall,3,28.43
McDowellSonoranPreserve,9/25/2021,AZ,Heliopyrgus domicella,Erichson's white skipper,Fall,2021 Fall,2,28.43
SabinoCanyonAZ,7/23/2019,AZ,Heliopyrgus domicella,Erichson's white skipper,Summer,2019 Summer,1,38.5
SabinoCanyonAZ,4/3/2020,AZ,Heliopyrgus domicella,Erichson's white skipper,Spring,2020 Spring,3,62
SantaRitaMountains,9/28/2019,AZ,Heliopyrgus domicella,Erichson's white skipper,Fall,2019 Fall,3,37.5
BoyceThompsonArboretum,9/7/2019,AZ,Hemiargus ceraunus,Ceraunus blue,Fall,2019 Fall,1,10
Cottonwood,8/29/2019,AZ,Hemiargus ceraunus,Ceraunus blue,Summer,2019 Summer,1,11
Cottonwood,8/26/2020,AZ,Hemiargus ceraunus,Ceraunus blue,Summer,2020 Summer,2,20
McDowellSonoranPreserve,4/6/2019,AZ,Hemiargus ceraunus,Ceraunus blue,Spring,2019 Spring,6,20.55
McDowellSonoranPreserve,9/28/2019,AZ,Hemiargus ceraunus,Ceraunus blue,Fall,2019 Fall,6,18.78
McDowellSonoranPreserve,9/25/2021,AZ,Hemiargus ceraunus,Ceraunus blue,Fall,2021 Fall,85,28.43
PatagoniaAZ,8/6/2019,AZ,Hemiargus ceraunus,Ceraunus blue,Summer,2019 Summer,31,71
PortalAZ,7/25/2019,AZ,Hemiargus ceraunus,Ceraunus blue,Summer,2019 Summer,7,4
RamseyCanyonAZ,8/1/2019,AZ,Hemiargus ceraunus,Ceraunus blue,Summer,2019 Summer,10,39.5
RamseyCanyonAZ,7/28/2020,AZ,Hemiargus ceraunus,Ceraunus blue,Summer,2020 Summer,6,55.5
SabinoCanyonAZ,7/23/2019,AZ,Hemiargus ceraunus,Ceraunus blue,Summer,2019 Summer,6,38.5
SabinoCanyonAZ,4/3/2020,AZ,Hemiargus ceraunus,Ceraunus blue,Spring,2020 Spring,4,62
SabinoCanyonAZ,7/29/2020,AZ,Hemiargus ceraunus,Ceraunus blue,Summer,2020 Summer,8,14.5
SantaRitaMountains,7/28/2019,AZ,Hemiargus ceraunus,Ceraunus blue,Summer,2019 Summer,20,48.5
SantaRitaMountains,9/28/2019,AZ,Hemiargus ceraunus,Ceraunus blue,Fall,2019 Fall,77,37.5
SantaRitaMountains,7/31/2020,AZ,Hemiargus ceraunus,Ceraunus blue,Summer,2020 Summer,40,60
SantaRitaMountains,10/4/2020,AZ,Hemiargus ceraunus,Ceraunus blue,Fall,2020 Fall,31,63.5
BoyceThompsonArboretum,9/7/2019,AZ,Hemiargus isola,Reakirt's blue,Fall,2019 Fall,1,10
Cottonwood,8/29/2019,AZ,Hemiargus isola,Reakirt's blue,Summer,2019 Summer,1,11
GrandCanyonN,7/25/2019,AZ,Hemiargus isola,Reakirt's blue,Summer,2019 Summer,7,6
McDowellSonoranPreserve,4/6/2019,AZ,Hemiargus isola,Reakirt's blue,Spring,2019 Spring,28,20.55
McDowellSonoranPreserve,9/28/2019,AZ,Hemiargus isola,Reakirt's blue,Fall,2019 Fall,1,18.78
McDowellSonoranPreserve,4/4/2020,AZ,Hemiargus isola,Reakirt's blue,Spring,2020 Spring,2,16.65
McDowellSonoranPreserve,4/3/2021,AZ,Hemiargus isola,Reakirt's blue,Spring,2021 Spring,1,16.37
McDowellSonoranPreserve,9/25/2021,AZ,Hemiargus isola,Reakirt's blue,Fall,2021 Fall,2,28.43
PatagoniaAZ,8/6/2019,AZ,Hemiargus isola,Reakirt's blue,Summer,2019 Summer,10,71
PortalAZ,7/25/2019,AZ,Hemiargus isola,Reakirt's blue,Summer,2019 Summer,15,4
PortalAZ,8/2/2020,AZ,Hemiargus isola,Reakirt's blue,Summer,2020 Summer,1,21
RamseyCanyonAZ,8/1/2019,AZ,Hemiargus isola,Reakirt's blue,Summer,2019 Summer,2,39.5
RamseyCanyonAZ,7/28/2020,AZ,Hemiargus isola,Reakirt's blue,Summer,2020 Summer,15,55.5
SabinoCanyonAZ,7/23/2019,AZ,Hemiargus isola,Reakirt's blue,Summer,2019 Summer,3,38.5
SabinoCanyonAZ,4/3/2020,AZ,Hemiargus isola,Reakirt's blue,Spring,2020 Spring,9,62
SantaRitaMountains,7/28/2019,AZ,Hemiargus isola,Reakirt's blue,Summer,2019 Summer,8,48.5
SantaRitaMountains,9/28/2019,AZ,Hemiargus isola,Reakirt's blue,Fall,2019 Fall,68,37.5
SantaRitaMountains,7/31/2020,AZ,Hemiargus isola,Reakirt's blue,Summer,2020 Summer,15,60
SantaRitaMountains,10/4/2020,AZ,Hemiargus isola,Reakirt's blue,Fall,2020 Fall,31,63.5
PatagoniaAZ,8/6/2019,AZ,Hesperia pahaska,Pahaska skipper,Summer,2019 Summer,8,71
RamseyCanyonAZ,7/28/2020,AZ,Hesperia pahaska,Pahaska skipper,Summer,2020 Summer,1,55.5
SabinoCanyonAZ,4/3/2020,AZ,Hesperia pahaska,Pahaska skipper,Spring,2020 Spring,1,62
SantaRitaMountains,7/28/2019,AZ,Hesperia pahaska,Pahaska skipper,Summer,2019 Summer,3,48.5
SantaRitaMountains,9/28/2019,AZ,Hesperia pahaska,Pahaska skipper,Fall,2019 Fall,4,37.5
RamseyCanyonAZ,8/1/2019,AZ,Hesperopsis alpheus,Saltbush sootywing,Summer,2019 Summer,3,39.5
RamseyCanyonAZ,7/28/2020,AZ,Hesperopsis alpheus,Saltbush sootywing,Summer,2020 Summer,1,55.5
Cottonwood,8/29/2019,AZ,Hylephila phyleus,Fiery skipper,Summer,2019 Summer,7,11
Cottonwood,8/26/2020,AZ,Hylephila phyleus,Fiery skipper,Summer,2020 Summer,9,20
McDowellSonoranPreserve,9/25/2021,AZ,Hylephila phyleus,Fiery skipper,Fall,2021 Fall,19,28.43
PatagoniaAZ,8/6/2019,AZ,Hylephila phyleus,Fiery skipper,Summer,2019 Summer,13,71
RamseyCanyonAZ,8/1/2019,AZ,Hylephila phyleus,Fiery skipper,Summer,2019 Summer,1,39.5
RamseyCanyonAZ,7/28/2020,AZ,Hylephila phyleus,Fiery skipper,Summer,2020 Summer,3,55.5
SabinoCanyonAZ,7/23/2019,AZ,Hylephila phyleus,Fiery skipper,Summer,2019 Summer,26,38.5
SabinoCanyonAZ,4/3/2020,AZ,Hylephila phyleus,Fiery skipper,Spring,2020 Spring,19,62
SabinoCanyonAZ,7/29/2020,AZ,Hylephila phyleus,Fiery skipper,Summer,2020 Summer,44,14.5
SantaRitaMountains,9/28/2019,AZ,Hylephila phyleus,Fiery skipper,Fall,2019 Fall,1,37.5
RamseyCanyonAZ,7/28/2020,AZ,Hypaurotis crysalus,Colorado hairstreak,Summer,2020 Summer,2,55.5
SabinoCanyonAZ,7/23/2019,AZ,Hypaurotis crysalus,Colorado hairstreak,Summer,2019 Summer,6,38.5
SantaRitaMountains,7/28/2019,AZ,Hypaurotis crysalus,Colorado hairstreak,Summer,2019 Summer,7,48.5
SantaRitaMountains,7/31/2020,AZ,Hypaurotis crysalus,Colorado hairstreak,Summer,2020 Summer,11,60
BoyceThompsonArboretum,9/7/2019,AZ,Junonia coenia,Common buckeye,Fall,2019 Fall,3,10
BoyceThompsonArboretum,9/12/2020,AZ,Junonia coenia,Common buckeye,Fall,2020 Fall,1,7.5
Cottonwood,8/29/2019,AZ,Junonia coenia,Common buckeye,Summer,2019 Summer,9,11
Cottonwood,8/26/2020,AZ,Junonia coenia,Common buckeye,Summer,2020 Summer,39,20
GrandCanyonN,7/25/2019,AZ,Junonia coenia,Common buckeye,Summer,2019 Summer,8,6
McDowellSonoranPreserve,4/6/2019,AZ,Junonia coenia,Common buckeye,Spring,2019 Spring,22,20.55
McDowellSonoranPreserve,9/28/2019,AZ,Junonia coenia,Common buckeye,Fall,2019 Fall,2,18.78
McDowellSonoranPreserve,4/4/2020,AZ,Junonia coenia,Common buckeye,Spring,2020 Spring,113,16.65
McDowellSonoranPreserve,9/25/2021,AZ,Junonia coenia,Common buckeye,Fall,2021 Fall,1,28.43
PatagoniaAZ,8/6/2019,AZ,Junonia coenia,Common buckeye,Summer,2019 Summer,19,71
PortalAZ,7/25/2019,AZ,Junonia coenia,Common buckeye,Summer,2019 Summer,12,4
PortalAZ,8/2/2020,AZ,Junonia coenia,Common buckeye,Summer,2020 Summer,16,21
RamseyCanyonAZ,8/1/2019,AZ,Junonia coenia,Common buckeye,Summer,2019 Summer,5,39.5
RamseyCanyonAZ,7/28/2020,AZ,Junonia coenia,Common buckeye,Summer,2020 Summer,19,55.5
SabinoCanyonAZ,7/23/2019,AZ,Junonia coenia,Common buckeye,Summer,2019 Summer,24,38.5
SabinoCanyonAZ,4/3/2020,AZ,Junonia coenia,Common buckeye,Spring,2020 Spring,314,62
SabinoCanyonAZ,7/29/2020,AZ,Junonia coenia,Common buckeye,Summer,2020 Summer,4,14.5
SantaRitaMountains,7/28/2019,AZ,Junonia coenia,Common buckeye,Summer,2019 Summer,10,48.5
SantaRitaMountains,9/28/2019,AZ,Junonia coenia,Common buckeye,Fall,2019 Fall,9,37.5
SantaRitaMountains,7/31/2020,AZ,Junonia coenia,Common buckeye,Summer,2020 Summer,8,60
SantaRitaMountains,10/4/2020,AZ,Junonia coenia,Common buckeye,Fall,2020 Fall,1,63.5
PatagoniaAZ,8/6/2019,AZ,Junonia evarete,Tropical buckeye,Summer,2019 Summer,46,71
PortalAZ,7/25/2019,AZ,Junonia evarete,Tropical buckeye,Summer,2019 Summer,1,4
RamseyCanyonAZ,8/1/2019,AZ,Junonia evarete,Tropical buckeye,Summer,2019 Summer,2,39.5
RamseyCanyonAZ,7/28/2020,AZ,Junonia evarete,Tropical buckeye,Summer,2020 Summer,5,55.5
SabinoCanyonAZ,7/23/2019,AZ,Junonia evarete,Tropical buckeye,Summer,2019 Summer,4,38.5
SabinoCanyonAZ,4/3/2020,AZ,Junonia evarete,Tropical buckeye,Spring,2020 Spring,20,62
SabinoCanyonAZ,7/29/2020,AZ,Junonia evarete,Tropical buckeye,Summer,2020 Summer,1,14.5
SantaRitaMountains,7/28/2019,AZ,Junonia evarete,Tropical buckeye,Summer,2019 Summer,3,48.5
SantaRitaMountains,9/28/2019,AZ,Junonia evarete,Tropical buckeye,Fall,2019 Fall,16,37.5
SantaRitaMountains,7/31/2020,AZ,Junonia evarete,Tropical buckeye,Summer,2020 Summer,2,60
SantaRitaMountains,10/4/2020,AZ,Junonia evarete,Tropical buckeye,Fall,2020 Fall,1,63.5
PatagoniaAZ,8/6/2019,AZ,Kricogonia lyside,Lyside sulphur,Summer,2019 Summer,3,71
BoyceThompsonArboretum,9/7/2019,AZ,Leptotes marina,Marine blue,Fall,2019 Fall,2,10
Cottonwood,8/29/2019,AZ,Leptotes marina,Marine blue,Summer,2019 Summer,6,11
GrandCanyonN,7/25/2019,AZ,Leptotes marina,Marine blue,Summer,2019 Summer,4,6
McDowellSonoranPreserve,4/6/2019,AZ,Leptotes marina,Marine blue,Spring,2019 Spring,2,20.55
McDowellSonoranPreserve,4/3/2021,AZ,Leptotes marina,Marine blue,Spring,2021 Spring,1,16.37
McDowellSonoranPreserve,9/25/2021,AZ,Leptotes marina,Marine blue,Fall,2021 Fall,15,28.43
PatagoniaAZ,8/6/2019,AZ,Leptotes marina,Marine blue,Summer,2019 Summer,73,71
PortalAZ,7/25/2019,AZ,Leptotes marina,Marine blue,Summer,2019 Summer,14,4
PortalAZ,8/2/2020,AZ,Leptotes marina,Marine blue,Summer,2020 Summer,1,21
RamseyCanyonAZ,8/1/2019,AZ,Leptotes marina,Marine blue,Summer,2019 Summer,29,39.5
RamseyCanyonAZ,7/28/2020,AZ,Leptotes marina,Marine blue,Summer,2020 Summer,14,55.5
SabinoCanyonAZ,7/23/2019,AZ,Leptotes marina,Marine blue,Summer,2019 Summer,27,38.5
SabinoCanyonAZ,4/3/2020,AZ,Leptotes marina,Marine blue,Spring,2020 Spring,28,62
SabinoCanyonAZ,7/29/2020,AZ,Leptotes marina,Marine blue,Summer,2020 Summer,42,14.5
SantaRitaMountains,7/28/2019,AZ,Leptotes marina,Marine blue,Summer,2019 Summer,27,48.5
SantaRitaMountains,9/28/2019,AZ,Leptotes marina,Marine blue,Fall,2019 Fall,434,37.5
SantaRitaMountains,7/31/2020,AZ,Leptotes marina,Marine blue,Summer,2020 Summer,61,60
SantaRitaMountains,10/4/2020,AZ,Leptotes marina,Marine blue,Fall,2020 Fall,22,63.5
PatagoniaAZ,8/6/2019,AZ,Lerema accius,Clouded skipper,Summer,2019 Summer,4,71
RamseyCanyonAZ,7/28/2020,AZ,Lerema accius,Clouded skipper,Summer,2020 Summer,1,55.5
McDowellSonoranPreserve,9/25/2021,AZ,Lerodea arabus,Violet-clouded skipper,Fall,2021 Fall,1,28.43
SabinoCanyonAZ,4/3/2020,AZ,Lerodea arabus,Violet-clouded skipper,Spring,2020 Spring,3,62
BoyceThompsonArboretum,9/12/2020,AZ,Lerodea eufala,Eufala skipper,Fall,2020 Fall,1,7.5
McDowellSonoranPreserve,9/28/2019,AZ,Lerodea eufala,Eufala skipper,Fall,2019 Fall,1,18.78
McDowellSonoranPreserve,9/25/2021,AZ,Lerodea eufala,Eufala skipper,Fall,2021 Fall,15,28.43
PatagoniaAZ,8/6/2019,AZ,Lerodea eufala,Eufala skipper,Summer,2019 Summer,3,71
RamseyCanyonAZ,7/28/2020,AZ,Lerodea eufala,Eufala skipper,Summer,2020 Summer,2,55.5
SantaRitaMountains,9/28/2019,AZ,Lerodea eufala,Eufala skipper,Fall,2019 Fall,1,37.5
SantaRitaMountains,7/31/2020,AZ,Lerodea eufala,Eufala skipper,Summer,2020 Summer,1,60
BoyceThompsonArboretum,9/12/2020,AZ,Libytheana carinenta,American snout,Fall,2020 Fall,1,7.5
McDowellSonoranPreserve,4/6/2019,AZ,Libytheana carinenta,American snout,Spring,2019 Spring,12,20.55
McDowellSonoranPreserve,9/28/2019,AZ,Libytheana carinenta,American snout,Fall,2019 Fall,1,18.78
McDowellSonoranPreserve,9/25/2021,AZ,Libytheana carinenta,American snout,Fall,2021 Fall,1378,28.43
PatagoniaAZ,8/6/2019,AZ,Libytheana carinenta,American snout,Summer,2019 Summer,2,71
RamseyCanyonAZ,7/28/2020,AZ,Libytheana carinenta,American snout,Summer,2020 Summer,1,55.5
SabinoCanyonAZ,4/3/2020,AZ,Libytheana carinenta,American snout,Spring,2020 Spring,5,62
SantaRitaMountains,7/28/2019,AZ,Libytheana carinenta,American snout,Summer,2019 Summer,1,48.5
SantaRitaMountains,9/28/2019,AZ,Libytheana carinenta,American snout,Fall,2019 Fall,48,37.5
SantaRitaMountains,7/31/2020,AZ,Libytheana carinenta,American snout,Summer,2020 Summer,2,60
SantaRitaMountains,10/4/2020,AZ,Libytheana carinenta,American snout,Fall,2020 Fall,14,63.5
Cottonwood,8/29/2019,AZ,Limenitis archippus,Viceroy,Summer,2019 Summer,10,11
Cottonwood,8/26/2020,AZ,Limenitis archippus,Viceroy,Summer,2020 Summer,6,20
PatagoniaAZ,8/6/2019,AZ,Limenitis archippus,Viceroy,Summer,2019 Summer,5,71
RamseyCanyonAZ,8/1/2019,AZ,Limenitis archippus,Viceroy,Summer,2019 Summer,1,39.5
RamseyCanyonAZ,7/28/2020,AZ,Limenitis archippus,Viceroy,Summer,2020 Summer,4,55.5
SabinoCanyonAZ,7/23/2019,AZ,Limenitis archippus,Viceroy,Summer,2019 Summer,1,38.5
Cottonwood,8/29/2019,AZ,Limenitis arthemis,Red-spotted purple,Summer,2019 Summer,1,11
PatagoniaAZ,8/6/2019,AZ,Limenitis arthemis,Red-spotted purple,Summer,2019 Summer,6,71
PortalAZ,7/25/2019,AZ,Limenitis arthemis,Red-spotted purple,Summer,2019 Summer,5,4
PortalAZ,8/2/2020,AZ,Limenitis arthemis,Red-spotted purple,Summer,2020 Summer,6,21
RamseyCanyonAZ,8/1/2019,AZ,Limenitis arthemis,Red-spotted purple,Summer,2019 Summer,7,39.5
RamseyCanyonAZ,7/28/2020,AZ,Limenitis arthemis,Red-spotted purple,Summer,2020 Summer,12,55.5
SabinoCanyonAZ,7/23/2019,AZ,Limenitis arthemis,Red-spotted purple,Summer,2019 Summer,3,38.5
SabinoCanyonAZ,4/3/2020,AZ,Limenitis arthemis,Red-spotted purple,Spring,2020 Spring,6,62
SabinoCanyonAZ,7/29/2020,AZ,Limenitis arthemis,Red-spotted purple,Summer,2020 Summer,2,14.5
SantaRitaMountains,7/28/2019,AZ,Limenitis arthemis,Red-spotted purple,Summer,2019 Summer,20,48.5
SantaRitaMountains,9/28/2019,AZ,Limenitis arthemis,Red-spotted purple,Fall,2019 Fall,21,37.5
SantaRitaMountains,7/31/2020,AZ,Limenitis arthemis,Red-spotted purple,Summer,2020 Summer,9,60
SantaRitaMountains,10/4/2020,AZ,Limenitis arthemis,Red-spotted purple,Fall,2020 Fall,3,63.5
GrandCanyonN,7/25/2019,AZ,Limenitis weidemeyerii,Weidemeyer's admiral,Summer,2019 Summer,1,6
Cottonwood,8/29/2019,AZ,Megisto rubricata,Red satyr,Summer,2019 Summer,1,11
PatagoniaAZ,8/6/2019,AZ,Megisto rubricata,Red satyr,Summer,2019 Summer,20,71
PortalAZ,7/25/2019,AZ,Megisto rubricata,Red satyr,Summer,2019 Summer,8,4
PortalAZ,8/2/2020,AZ,Megisto rubricata,Red satyr,Summer,2020 Summer,8,21
RamseyCanyonAZ,8/1/2019,AZ,Megisto rubricata,Red satyr,Summer,2019 Summer,26,39.5
RamseyCanyonAZ,7/28/2020,AZ,Megisto rubricata,Red satyr,Summer,2020 Summer,48,55.5
SabinoCanyonAZ,7/23/2019,AZ,Megisto rubricata,Red satyr,Summer,2019 Summer,10,38.5
SantaRitaMountains,7/28/2019,AZ,Megisto rubricata,Red satyr,Summer,2019 Summer,14,48.5
SantaRitaMountains,9/28/2019,AZ,Megisto rubricata,Red satyr,Fall,2019 Fall,21,37.5
SantaRitaMountains,7/31/2020,AZ,Megisto rubricata,Red satyr,Summer,2020 Summer,19,60
SantaRitaMountains,10/4/2020,AZ,Megisto rubricata,Red satyr,Fall,2020 Fall,54,63.5
McDowellSonoranPreserve,4/6/2019,AZ,Microtia dymas,Tiny checkerspot,Spring,2019 Spring,3,20.55
McDowellSonoranPreserve,9/25/2021,AZ,Microtia dymas,Tiny checkerspot,Fall,2021 Fall,25,28.43
PatagoniaAZ,8/6/2019,AZ,Microtia dymas,Tiny checkerspot,Summer,2019 Summer,349,71
SabinoCanyonAZ,7/23/2019,AZ,Microtia dymas,Tiny checkerspot,Summer,2019 Summer,1,38.5
SabinoCanyonAZ,4/3/2020,AZ,Microtia dymas,Tiny checkerspot,Spring,2020 Spring,232,62
SantaRitaMountains,7/28/2019,AZ,Microtia dymas,Tiny checkerspot,Summer,2019 Summer,6,48.5
SantaRitaMountains,9/28/2019,AZ,Microtia dymas,Tiny checkerspot,Fall,2019 Fall,16,37.5
SantaRitaMountains,7/31/2020,AZ,Microtia dymas,Tiny checkerspot,Summer,2020 Summer,84,60
SantaRitaMountains,10/4/2020,AZ,Microtia dymas,Tiny checkerspot,Fall,2020 Fall,3,63.5
PatagoniaAZ,8/6/2019,AZ,Microtia elva,Elf,Summer,2019 Summer,3,71
Cottonwood,8/29/2019,AZ,Ministrymon leda,Leda ministreak,Summer,2019 Summer,1,11
Cottonwood,8/26/2020,AZ,Ministrymon leda,Leda ministreak,Summer,2020 Summer,1,20
McDowellSonoranPreserve,9/25/2021,AZ,Ministrymon leda,Leda ministreak,Fall,2021 Fall,3,28.43
PatagoniaAZ,8/6/2019,AZ,Ministrymon leda,Leda ministreak,Summer,2019 Summer,55,71
PortalAZ,7/25/2019,AZ,Ministrymon leda,Leda ministreak,Summer,2019 Summer,6,4
RamseyCanyonAZ,8/1/2019,AZ,Ministrymon leda,Leda ministreak,Summer,2019 Summer,5,39.5
RamseyCanyonAZ,7/28/2020,AZ,Ministrymon leda,Leda ministreak,Summer,2020 Summer,7,55.5
SabinoCanyonAZ,7/23/2019,AZ,Ministrymon leda,Leda ministreak,Summer,2019 Summer,4,38.5
SabinoCanyonAZ,7/29/2020,AZ,Ministrymon leda,Leda ministreak,Summer,2020 Summer,20,14.5
SantaRitaMountains,7/28/2019,AZ,Ministrymon leda,Leda ministreak,Summer,2019 Summer,2,48.5
SantaRitaMountains,7/31/2020,AZ,Ministrymon leda,Leda ministreak,Summer,2020 Summer,8,60
SantaRitaMountains,10/4/2020,AZ,Ministrymon leda,Leda ministreak,Fall,2020 Fall,1,63.5
BoyceThompsonArboretum,9/7/2019,AZ,Nathalis iole,Dainty sulphur,Fall,2019 Fall,1,10
Cottonwood,8/29/2019,AZ,Nathalis iole,Dainty sulphur,Summer,2019 Summer,3,11
Cottonwood,8/26/2020,AZ,Nathalis iole,Dainty sulphur,Summer,2020 Summer,4,20
GrandCanyonN,7/25/2019,AZ,Nathalis iole,Dainty sulphur,Summer,2019 Summer,2,6
McDowellSonoranPreserve,4/6/2019,AZ,Nathalis iole,Dainty sulphur,Spring,2019 Spring,150,20.55
McDowellSonoranPreserve,4/4/2020,AZ,Nathalis iole,Dainty sulphur,Spring,2020 Spring,5,16.65
McDowellSonoranPreserve,9/25/2021,AZ,Nathalis iole,Dainty sulphur,Fall,2021 Fall,894,28.43
PatagoniaAZ,8/6/2019,AZ,Nathalis iole,Dainty sulphur,Summer,2019 Summer,1,71
PortalAZ,7/25/2019,AZ,Nathalis iole,Dainty sulphur,Summer,2019 Summer,14,4
RamseyCanyonAZ,8/1/2019,AZ,Nathalis iole,Dainty sulphur,Summer,2019 Summer,2,39.5
RamseyCanyonAZ,7/28/2020,AZ,Nathalis iole,Dainty sulphur,Summer,2020 Summer,4,55.5
SabinoCanyonAZ,7/23/2019,AZ,Nathalis iole,Dainty sulphur,Summer,2019 Summer,1,38.5
SabinoCanyonAZ,4/3/2020,AZ,Nathalis iole,Dainty sulphur,Spring,2020 Spring,164,62
SabinoCanyonAZ,7/29/2020,AZ,Nathalis iole,Dainty sulphur,Summer,2020 Summer,1,14.5
SantaRitaMountains,7/28/2019,AZ,Nathalis iole,Dainty sulphur,Summer,2019 Summer,1,48.5
SantaRitaMountains,9/28/2019,AZ,Nathalis iole,Dainty sulphur,Fall,2019 Fall,3,37.5
SantaRitaMountains,7/31/2020,AZ,Nathalis iole,Dainty sulphur,Summer,2020 Summer,4,60
SantaRitaMountains,10/4/2020,AZ,Nathalis iole,Dainty sulphur,Fall,2020 Fall,10,63.5
SabinoCanyonAZ,7/23/2019,AZ,Neophasia terlooii,Chiricahua white,Summer,2019 Summer,1,38.5
SantaRitaMountains,7/31/2020,AZ,Neophasia terlooii,Chiricahua white,Summer,2020 Summer,1,60
SantaRitaMountains,10/4/2020,AZ,Neophasia terlooii,Chiricahua white,Fall,2020 Fall,3,63.5
Cottonwood,8/29/2019,AZ,Nymphalis antiopa,Mourning cloak,Summer,2019 Summer,3,11
Cottonwood,8/26/2020,AZ,Nymphalis antiopa,Mourning cloak,Summer,2020 Summer,1,20
GrandCanyonN,7/25/2019,AZ,Nymphalis antiopa,Mourning cloak,Summer,2019 Summer,1,6
PatagoniaAZ,8/6/2019,AZ,Nymphalis antiopa,Mourning cloak,Summer,2019 Summer,4,71
PortalAZ,7/25/2019,AZ,Nymphalis antiopa,Mourning cloak,Summer,2019 Summer,2,4
RamseyCanyonAZ,8/1/2019,AZ,Nymphalis antiopa,Mourning cloak,Summer,2019 Summer,3,39.5
RamseyCanyonAZ,7/28/2020,AZ,Nymphalis antiopa,Mourning cloak,Summer,2020 Summer,17,55.5
SabinoCanyonAZ,7/23/2019,AZ,Nymphalis antiopa,Mourning cloak,Summer,2019 Summer,3,38.5
SabinoCanyonAZ,4/3/2020,AZ,Nymphalis antiopa,Mourning cloak,Spring,2020 Spring,13,62
SabinoCanyonAZ,7/29/2020,AZ,Nymphalis antiopa,Mourning cloak,Summer,2020 Summer,3,14.5
SantaRitaMountains,7/28/2019,AZ,Nymphalis antiopa,Mourning cloak,Summer,2019 Summer,11,48.5
SantaRitaMountains,9/28/2019,AZ,Nymphalis antiopa,Mourning cloak,Fall,2019 Fall,1,37.5
SantaRitaMountains,7/31/2020,AZ,Nymphalis antiopa,Mourning cloak,Summer,2020 Summer,2,60
SantaRitaMountains,10/4/2020,AZ,Nymphalis antiopa,Mourning cloak,Fall,2020 Fall,1,63.5
PortalAZ,7/25/2019,AZ,Oarisma edwardsii,Edwards' skipperling,Summer,2019 Summer,2,4
PortalAZ,8/2/2020,AZ,Oarisma edwardsii,Edwards' skipperling,Summer,2020 Summer,3,21
RamseyCanyonAZ,8/1/2019,AZ,Oarisma edwardsii,Edwards' skipperling,Summer,2019 Summer,2,39.5
RamseyCanyonAZ,7/28/2020,AZ,Oarisma edwardsii,Edwards' skipperling,Summer,2020 Summer,2,55.5
PatagoniaAZ,8/6/2019,AZ,Papilio cresphontes,Giant swallowtail,Summer,2019 Summer,1,71
RamseyCanyonAZ,7/28/2020,AZ,Papilio cresphontes,Giant swallowtail,Summer,2020 Summer,2,55.5
SabinoCanyonAZ,7/23/2019,AZ,Papilio cresphontes,Giant swallowtail,Summer,2019 Summer,3,38.5
SabinoCanyonAZ,4/3/2020,AZ,Papilio cresphontes,Giant swallowtail,Spring,2020 Spring,4,62
SantaRitaMountains,9/28/2019,AZ,Papilio cresphontes,Giant swallowtail,Fall,2019 Fall,3,37.5
SantaRitaMountains,7/31/2020,AZ,Papilio cresphontes,Giant swallowtail,Summer,2020 Summer,4,60
SantaRitaMountains,10/4/2020,AZ,Papilio cresphontes,Giant swallowtail,Fall,2020 Fall,1,63.5
BoyceThompsonArboretum,9/7/2019,AZ,Papilio multicaudata,Two-tailed swallowtail,Fall,2019 Fall,3,10
BoyceThompsonArboretum,9/12/2020,AZ,Papilio multicaudata,Two-tailed swallowtail,Fall,2020 Fall,5,7.5
Cottonwood,8/29/2019,AZ,Papilio multicaudata,Two-tailed swallowtail,Summer,2019 Summer,21,11
Cottonwood,8/26/2020,AZ,Papilio multicaudata,Two-tailed swallowtail,Summer,2020 Summer,9,20
McDowellSonoranPreserve,4/6/2019,AZ,Papilio multicaudata,Two-tailed swallowtail,Spring,2019 Spring,2,20.55
PatagoniaAZ,8/6/2019,AZ,Papilio multicaudata,Two-tailed swallowtail,Summer,2019 Summer,25,71
PortalAZ,7/25/2019,AZ,Papilio multicaudata,Two-tailed swallowtail,Summer,2019 Summer,30,4
PortalAZ,8/2/2020,AZ,Papilio multicaudata,Two-tailed swallowtail,Summer,2020 Summer,17,21
RamseyCanyonAZ,8/1/2019,AZ,Papilio multicaudata,Two-tailed swallowtail,Summer,2019 Summer,17,39.5
RamseyCanyonAZ,7/28/2020,AZ,Papilio multicaudata,Two-tailed swallowtail,Summer,2020 Summer,38,55.5
SabinoCanyonAZ,7/23/2019,AZ,Papilio multicaudata,Two-tailed swallowtail,Summer,2019 Summer,3,38.5
SabinoCanyonAZ,4/3/2020,AZ,Papilio multicaudata,Two-tailed swallowtail,Spring,2020 Spring,43,62
SantaRitaMountains,7/28/2019,AZ,Papilio multicaudata,Two-tailed swallowtail,Summer,2019 Summer,30,48.5
SantaRitaMountains,9/28/2019,AZ,Papilio multicaudata,Two-tailed swallowtail,Fall,2019 Fall,6,37.5
SantaRitaMountains,7/31/2020,AZ,Papilio multicaudata,Two-tailed swallowtail,Summer,2020 Summer,36,60
BoyceThompsonArboretum,9/7/2019,AZ,Papilio polyxenes,Black swallowtail,Fall,2019 Fall,1,10
