Year,Month,Day,DataSource,Site,AcceptedName,ButterflyCount,HoursObserved
2021,9,25,Helen,McDowellSonoranPreserve,Colias eurytheme,10,NA
2019,8,6,Helen,PatagoniaAZ,Colias eurytheme,21,NA
2019,7,25,Helen,PortalAZ,Colias eurytheme,21,NA
2020,8,2,Helen,PortalAZ,Colias eurytheme,27,NA
2019,8,1,Helen,RamseyCanyonAZ,Colias eurytheme,19,NA
2020,7,28,Helen,RamseyCanyonAZ,Colias eurytheme,7,NA
2019,7,23,Helen,SabinoCanyonAZ,Colias eurytheme,16,NA
2020,4,3,Helen,SabinoCanyonAZ,Colias eurytheme,3,NA
2020,7,29,Helen,SabinoCanyonAZ,Colias eurytheme,12,NA
2019,7,28,Helen,SantaRitaMountains,Colias eurytheme,4,NA
2019,9,28,Helen,SantaRitaMountains,Colias eurytheme,3,NA
2020,7,31,Helen,SantaRitaMountains,Colias eurytheme,23,NA
2020,10,4,Helen,SantaRitaMountains,Colias eurytheme,6,NA
2019,7,25,Helen,GrandCanyonN,Colias philodice,1,NA
2019,7,25,Helen,PortalAZ,Colias philodice,7,NA
2020,8,2,Helen,PortalAZ,Colias philodice,1,NA
2019,7,23,Helen,SabinoCanyonAZ,Colias philodice,1,NA
2019,8,29,Helen,Cottonwood,Copaeodes aurantiaca,1,NA
2020,8,26,Helen,Cottonwood,Copaeodes aurantiaca,1,NA
2021,9,25,Helen,McDowellSonoranPreserve,Copaeodes aurantiaca,11,NA
2019,8,6,Helen,PatagoniaAZ,Copaeodes aurantiaca,96,NA
2019,7,25,Helen,PortalAZ,Copaeodes aurantiaca,35,NA
2020,8,2,Helen,PortalAZ,Copaeodes aurantiaca,5,NA
2019,8,1,Helen,RamseyCanyonAZ,Copaeodes aurantiaca,11,NA
2020,7,28,Helen,RamseyCanyonAZ,Copaeodes aurantiaca,14,NA
2019,7,23,Helen,SabinoCanyonAZ,Copaeodes aurantiaca,9,NA
2020,4,3,Helen,SabinoCanyonAZ,Copaeodes aurantiaca,62,NA
2020,7,29,Helen,SabinoCanyonAZ,Copaeodes aurantiaca,2,NA
2019,7,28,Helen,SantaRitaMountains,Copaeodes aurantiaca,19,NA
2019,9,28,Helen,SantaRitaMountains,Copaeodes aurantiaca,38,NA
2020,7,31,Helen,SantaRitaMountains,Copaeodes aurantiaca,14,NA
2020,10,4,Helen,SantaRitaMountains,Copaeodes aurantiaca,26,NA
2019,8,6,Helen,PatagoniaAZ,Copaeodes minima,1,NA
2019,8,1,Helen,RamseyCanyonAZ,Cyllopsis pertepida,2,NA
2020,7,28,Helen,RamseyCanyonAZ,Cyllopsis pertepida,1,NA
2019,7,28,Helen,SantaRitaMountains,Cyllopsis pertepida,1,NA
2019,8,6,Helen,PatagoniaAZ,Cyllopsis pyracmon,5,NA
2019,8,1,Helen,RamseyCanyonAZ,Cyllopsis pyracmon,2,NA
2020,7,28,Helen,RamseyCanyonAZ,Cyllopsis pyracmon,4,NA
2019,7,23,Helen,SabinoCanyonAZ,Cyllopsis pyracmon,1,NA
2019,7,28,Helen,SantaRitaMountains,Cyllopsis pyracmon,3,NA
2019,9,28,Helen,SantaRitaMountains,Cyllopsis pyracmon,9,NA
2020,7,31,Helen,SantaRitaMountains,Cyllopsis pyracmon,2,NA
2020,10,4,Helen,SantaRitaMountains,Cyllopsis pyracmon,5,NA
2019,9,7,Helen,BoyceThompsonArboretum,Danaus plexippus,1,NA
2019,8,29,Helen,Cottonwood,Danaus plexippus,1,NA
2020,8,26,Helen,Cottonwood,Danaus plexippus,1,NA
2019,7,25,Helen,GrandCanyonN,Danaus plexippus,1,NA
2019,4,6,Helen,McDowellSonoranPreserve,Danaus plexippus,1,NA
2019,8,6,Helen,PatagoniaAZ,Danaus plexippus,8,NA
2019,7,25,Helen,PortalAZ,Danaus plexippus,1,NA
2020,8,2,Helen,PortalAZ,Danaus plexippus,18,NA
2019,8,1,Helen,RamseyCanyonAZ,Danaus plexippus,2,NA
2020,7,28,Helen,RamseyCanyonAZ,Danaus plexippus,2,NA
2019,7,23,Helen,SabinoCanyonAZ,Danaus plexippus,2,NA
2020,4,3,Helen,SabinoCanyonAZ,Danaus plexippus,1,NA
2019,9,28,Helen,SantaRitaMountains,Danaus plexippus,1,NA
2020,10,4,Helen,SantaRitaMountains,Danaus plexippus,1,NA
2019,9,7,Helen,BoyceThompsonArboretum,Danuas gilippus,93,NA
2020,9,12,Helen,BoyceThompsonArboretum,Danuas gilippus,5,NA
2019,8,29,Helen,Cottonwood,Danuas gilippus,44,NA
2020,8,26,Helen,Cottonwood,Danuas gilippus,9,NA
2019,7,25,Helen,GrandCanyonN,Danuas gilippus,1,NA
2019,4,6,Helen,McDowellSonoranPreserve,Danuas gilippus,5,NA
2020,4,4,Helen,McDowellSonoranPreserve,Danuas gilippus,7,NA
2021,4,3,Helen,McDowellSonoranPreserve,Danuas gilippus,1,NA
2021,9,25,Helen,McDowellSonoranPreserve,Danuas gilippus,81,NA
2019,8,6,Helen,PatagoniaAZ,Danuas gilippus,28,NA
2019,7,25,Helen,PortalAZ,Danuas gilippus,11,NA
2020,8,2,Helen,PortalAZ,Danuas gilippus,9,NA
2019,8,1,Helen,RamseyCanyonAZ,Danuas gilippus,24,NA
2020,7,28,Helen,RamseyCanyonAZ,Danuas gilippus,30,NA
2019,7,23,Helen,SabinoCanyonAZ,Danuas gilippus,17,NA
2020,4,3,Helen,SabinoCanyonAZ,Danuas gilippus,19,NA
2020,7,29,Helen,SabinoCanyonAZ,Danuas gilippus,8,NA
2019,7,28,Helen,SantaRitaMountains,Danuas gilippus,7,NA
2019,9,28,Helen,SantaRitaMountains,Danuas gilippus,12,NA
2020,10,4,Helen,SantaRitaMountains,Danuas gilippus,2,NA
2019,8,6,Helen,PatagoniaAZ,Emesis zela,24,NA
2019,8,1,Helen,RamseyCanyonAZ,Emesis zela,6,NA
2020,7,28,Helen,RamseyCanyonAZ,Emesis zela,11,NA
2019,7,23,Helen,SabinoCanyonAZ,Emesis zela,1,NA
2020,4,3,Helen,SabinoCanyonAZ,Emesis zela,1,NA
2019,7,28,Helen,SantaRitaMountains,Emesis zela,5,NA
2020,7,31,Helen,SantaRitaMountains,Emesis zela,7,NA
2019,7,25,Helen,PortalAZ,Epargyreus clarus,7,NA
2020,8,2,Helen,PortalAZ,Epargyreus clarus,15,NA
2020,7,28,Helen,RamseyCanyonAZ,Epargyreus clarus,12,NA
2019,7,23,Helen,SabinoCanyonAZ,Epargyreus clarus,5,NA
2020,4,3,Helen,SabinoCanyonAZ,Epargyreus clarus,1,NA
2019,7,28,Helen,SantaRitaMountains,Epargyreus clarus,1,NA
2020,7,31,Helen,SantaRitaMountains,Epargyreus clarus,4,NA
2019,8,6,Helen,PatagoniaAZ,Erora quaderna,8,NA
2020,7,28,Helen,RamseyCanyonAZ,Erora quaderna,4,NA
2019,7,23,Helen,SabinoCanyonAZ,Erora quaderna,12,NA
2020,4,3,Helen,SabinoCanyonAZ,Erora quaderna,5,NA
2019,7,28,Helen,SantaRitaMountains,Erora quaderna,1,NA
2019,8,29,Helen,Cottonwood,Erynnis afranius,1,NA
2020,8,26,Helen,Cottonwood,Erynnis afranius,1,NA
2020,4,3,Helen,SabinoCanyonAZ,Erynnis brizo,12,NA
2019,9,7,Helen,BoyceThompsonArboretum,Erynnis funeralis,2,NA
2019,8,29,Helen,Cottonwood,Erynnis funeralis,1,NA
2019,4,6,Helen,McDowellSonoranPreserve,Erynnis funeralis,30,NA
2019,9,28,Helen,McDowellSonoranPreserve,Erynnis funeralis,1,NA
2020,4,4,Helen,McDowellSonoranPreserve,Erynnis funeralis,6,NA
2021,9,25,Helen,McDowellSonoranPreserve,Erynnis funeralis,65,NA
2019,8,6,Helen,PatagoniaAZ,Erynnis funeralis,7,NA
2019,7,25,Helen,PortalAZ,Erynnis funeralis,2,NA
2020,8,2,Helen,PortalAZ,Erynnis funeralis,1,NA
2019,8,1,Helen,RamseyCanyonAZ,Erynnis funeralis,4,NA
2020,7,28,Helen,RamseyCanyonAZ,Erynnis funeralis,1,NA
2019,7,23,Helen,SabinoCanyonAZ,Erynnis funeralis,10,NA
2020,4,3,Helen,SabinoCanyonAZ,Erynnis funeralis,18,NA
2020,7,29,Helen,SabinoCanyonAZ,Erynnis funeralis,9,NA
2019,7,28,Helen,SantaRitaMountains,Erynnis funeralis,2,NA
2019,9,28,Helen,SantaRitaMountains,Erynnis funeralis,6,NA
2020,7,31,Helen,SantaRitaMountains,Erynnis funeralis,1,NA
2020,10,4,Helen,SantaRitaMountains,Erynnis funeralis,1,NA
2019,8,6,Helen,PatagoniaAZ,Erynnis juvenalis,1,NA
2019,8,1,Helen,RamseyCanyonAZ,Erynnis juvenalis,6,NA
2020,7,28,Helen,RamseyCanyonAZ,Erynnis juvenalis,1,NA
2020,7,31,Helen,SantaRitaMountains,Erynnis juvenalis,1,NA
2020,9,12,Helen,BoyceThompsonArboretum,Erynnis meridianus,1,NA
2019,8,29,Helen,Cottonwood,Erynnis meridianus,2,NA
2019,7,25,Helen,GrandCanyonN,Erynnis meridianus,1,NA
2020,8,2,Helen,PortalAZ,Erynnis meridianus,1,NA
2019,7,23,Helen,SabinoCanyonAZ,Erynnis meridianus,1,NA
2019,8,6,Helen,PatagoniaAZ,Erynnis tristis,18,NA
2019,7,25,Helen,PortalAZ,Erynnis tristis,3,NA
2020,8,2,Helen,PortalAZ,Erynnis tristis,3,NA
2019,8,1,Helen,RamseyCanyonAZ,Erynnis tristis,6,NA
2020,7,28,Helen,RamseyCanyonAZ,Erynnis tristis,13,NA
2019,7,23,Helen,SabinoCanyonAZ,Erynnis tristis,8,NA
2020,4,3,Helen,SabinoCanyonAZ,Erynnis tristis,7,NA
2020,7,29,Helen,SabinoCanyonAZ,Erynnis tristis,3,NA
2019,9,28,Helen,SantaRitaMountains,Erynnis tristis,2,NA
2020,7,31,Helen,SantaRitaMountains,Erynnis tristis,5,NA
2020,4,3,Helen,SabinoCanyonAZ,Euchloe hyantis,47,NA
2019,4,6,Helen,McDowellSonoranPreserve,Euphilotes battoides,1,NA
2020,4,4,Helen,McDowellSonoranPreserve,Euphilotes battoides,1,NA
2019,7,25,Helen,GrandCanyonN,Euphilotes spaldingi,1,NA
2019,4,6,Helen,McDowellSonoranPreserve,Euphydryas chalcedona,3,NA
2020,4,4,Helen,McDowellSonoranPreserve,Euphydryas chalcedona,9,NA
2021,4,3,Helen,McDowellSonoranPreserve,Euphydryas chalcedona,3,NA
2021,9,25,Helen,McDowellSonoranPreserve,Euphydryas chalcedona,2,NA
2019,9,7,Helen,BoyceThompsonArboretum,Euptoieta claudia,1,NA
2019,8,29,Helen,Cottonwood,Euptoieta claudia,1,NA
2020,8,26,Helen,Cottonwood,Euptoieta claudia,1,NA
2019,7,25,Helen,GrandCanyonN,Euptoieta claudia,6,NA
2021,9,25,Helen,McDowellSonoranPreserve,Euptoieta claudia,2,NA
2019,8,6,Helen,PatagoniaAZ,Euptoieta claudia,11,NA
2019,7,25,Helen,PortalAZ,Euptoieta claudia,9,NA
2019,8,1,Helen,RamseyCanyonAZ,Euptoieta claudia,8,NA
2020,7,28,Helen,RamseyCanyonAZ,Euptoieta claudia,7,NA
2020,4,3,Helen,SabinoCanyonAZ,Euptoieta claudia,3,NA
2020,7,29,Helen,SabinoCanyonAZ,Euptoieta claudia,1,NA
2019,7,28,Helen,SantaRitaMountains,Euptoieta claudia,3,NA
2019,9,28,Helen,SantaRitaMountains,Euptoieta claudia,3,NA
2020,10,4,Helen,SantaRitaMountains,Euptoieta claudia,3,NA
2021,9,25,Helen,McDowellSonoranPreserve,Eurema mexicana,32,NA
2019,8,6,Helen,PatagoniaAZ,Eurema mexicana,19,NA
2019,7,25,Helen,PortalAZ,Eurema mexicana,11,NA
2019,8,1,Helen,RamseyCanyonAZ,Eurema mexicana,15,NA
2020,7,28,Helen,RamseyCanyonAZ,Eurema mexicana,42,NA
2019,7,23,Helen,SabinoCanyonAZ,Eurema mexicana,16,NA
2020,4,3,Helen,SabinoCanyonAZ,Eurema mexicana,60,NA
2020,7,29,Helen,SabinoCanyonAZ,Eurema mexicana,3,NA
2019,7,28,Helen,SantaRitaMountains,Eurema mexicana,21,NA
2019,9,28,Helen,SantaRitaMountains,Eurema mexicana,91,NA
2020,7,31,Helen,SantaRitaMountains,Eurema mexicana,19,NA
2020,10,4,Helen,SantaRitaMountains,Eurema mexicana,20,NA
2019,9,7,Helen,BoyceThompsonArboretum,Eurema nicippe,3,NA
2019,8,29,Helen,Cottonwood,Eurema nicippe,2,NA
2020,8,26,Helen,Cottonwood,Eurema nicippe,2,NA
2019,4,6,Helen,McDowellSonoranPreserve,Eurema nicippe,108,NA
2019,9,28,Helen,McDowellSonoranPreserve,Eurema nicippe,4,NA
2020,4,4,Helen,McDowellSonoranPreserve,Eurema nicippe,32,NA
2020,9,26,Helen,McDowellSonoranPreserve,Eurema nicippe,2,NA
2021,4,3,Helen,McDowellSonoranPreserve,Eurema nicippe,2,NA
2021,9,25,Helen,McDowellSonoranPreserve,Eurema nicippe,5123,NA
2019,8,6,Helen,PatagoniaAZ,Eurema nicippe,5,NA
2019,7,25,Helen,PortalAZ,Eurema nicippe,16,NA
2020,8,2,Helen,PortalAZ,Eurema nicippe,3,NA
2019,8,1,Helen,RamseyCanyonAZ,Eurema nicippe,11,NA
2020,7,28,Helen,RamseyCanyonAZ,Eurema nicippe,7,NA
2019,7,23,Helen,SabinoCanyonAZ,Eurema nicippe,5,NA
2020,4,3,Helen,SabinoCanyonAZ,Eurema nicippe,52,NA
2020,7,29,Helen,SabinoCanyonAZ,Eurema nicippe,1,NA
2019,7,28,Helen,SantaRitaMountains,Eurema nicippe,9,NA
2019,9,28,Helen,SantaRitaMountains,Eurema nicippe,18,NA
2020,7,31,Helen,SantaRitaMountains,Eurema nicippe,8,NA
2020,10,4,Helen,SantaRitaMountains,Eurema nicippe,4,NA
2020,4,3,Helen,SabinoCanyonAZ,Eurema nise,1,NA
2021,9,25,Helen,McDowellSonoranPreserve,Eurema proterpia,2,NA
2019,8,6,Helen,PatagoniaAZ,Eurema proterpia,3,NA
2019,7,25,Helen,PortalAZ,Eurema proterpia,3,NA
2019,9,28,Helen,SantaRitaMountains,Eurema proterpia,1,NA
2020,10,4,Helen,SantaRitaMountains,Eurema proterpia,2,NA
2019,9,28,Helen,SantaRitaMountains,Gyrocheilus patrobas,25,NA
2020,10,4,Helen,SantaRitaMountains,Gyrocheilus patrobas,31,NA
2021,9,25,Helen,McDowellSonoranPreserve,Heliopetes ericetorum,3,NA
2021,9,25,Helen,McDowellSonoranPreserve,Heliopyrgus domicella,2,NA
2019,7,23,Helen,SabinoCanyonAZ,Heliopyrgus domicella,1,NA
2020,4,3,Helen,SabinoCanyonAZ,Heliopyrgus domicella,3,NA
2019,9,28,Helen,SantaRitaMountains,Heliopyrgus domicella,3,NA
2019,9,7,Helen,BoyceThompsonArboretum,Hemiargus ceraunus,1,NA
2019,8,29,Helen,Cottonwood,Hemiargus ceraunus,1,NA
2020,8,26,Helen,Cottonwood,Hemiargus ceraunus,2,NA
2019,4,6,Helen,McDowellSonoranPreserve,Hemiargus ceraunus,6,NA
2019,9,28,Helen,McDowellSonoranPreserve,Hemiargus ceraunus,6,NA
2021,9,25,Helen,McDowellSonoranPreserve,Hemiargus ceraunus,85,NA
2019,8,6,Helen,PatagoniaAZ,Hemiargus ceraunus,31,NA
2019,7,25,Helen,PortalAZ,Hemiargus ceraunus,7,NA
2019,8,1,Helen,RamseyCanyonAZ,Hemiargus ceraunus,10,NA
2020,7,28,Helen,RamseyCanyonAZ,Hemiargus ceraunus,6,NA
2019,7,23,Helen,SabinoCanyonAZ,Hemiargus ceraunus,6,NA
2020,4,3,Helen,SabinoCanyonAZ,Hemiargus ceraunus,4,NA
2020,7,29,Helen,SabinoCanyonAZ,Hemiargus ceraunus,8,NA
2019,7,28,Helen,SantaRitaMountains,Hemiargus ceraunus,20,NA
2019,9,28,Helen,SantaRitaMountains,Hemiargus ceraunus,77,NA
2020,7,31,Helen,SantaRitaMountains,Hemiargus ceraunus,40,NA
2020,10,4,Helen,SantaRitaMountains,Hemiargus ceraunus,31,NA
2019,9,7,Helen,BoyceThompsonArboretum,Hemiargus isola,1,NA
2019,8,29,Helen,Cottonwood,Hemiargus isola,1,NA
2019,7,25,Helen,GrandCanyonN,Hemiargus isola,7,NA
2019,4,6,Helen,McDowellSonoranPreserve,Hemiargus isola,28,NA
2019,9,28,Helen,McDowellSonoranPreserve,Hemiargus isola,1,NA
2020,4,4,Helen,McDowellSonoranPreserve,Hemiargus isola,2,NA
2021,4,3,Helen,McDowellSonoranPreserve,Hemiargus isola,1,NA
2021,9,25,Helen,McDowellSonoranPreserve,Hemiargus isola,2,NA
2019,8,6,Helen,PatagoniaAZ,Hemiargus isola,10,NA
2019,7,25,Helen,PortalAZ,Hemiargus isola,15,NA
2020,8,2,Helen,PortalAZ,Hemiargus isola,1,NA
2019,8,1,Helen,RamseyCanyonAZ,Hemiargus isola,2,NA
2020,7,28,Helen,RamseyCanyonAZ,Hemiargus isola,15,NA
2019,7,23,Helen,SabinoCanyonAZ,Hemiargus isola,3,NA
2020,4,3,Helen,SabinoCanyonAZ,Hemiargus isola,9,NA
2019,7,28,Helen,SantaRitaMountains,Hemiargus isola,8,NA
2019,9,28,Helen,SantaRitaMountains,Hemiargus isola,68,NA
2020,7,31,Helen,SantaRitaMountains,Hemiargus isola,15,NA
2020,10,4,Helen,SantaRitaMountains,Hemiargus isola,31,NA
2019,8,6,Helen,PatagoniaAZ,Hesperia pahaska,8,NA
2020,7,28,Helen,RamseyCanyonAZ,Hesperia pahaska,1,NA
2020,4,3,Helen,SabinoCanyonAZ,Hesperia pahaska,1,NA
2019,7,28,Helen,SantaRitaMountains,Hesperia pahaska,3,NA
2019,9,28,Helen,SantaRitaMountains,Hesperia pahaska,4,NA
2019,8,1,Helen,RamseyCanyonAZ,Hesperopsis alpheus,3,NA
2020,7,28,Helen,RamseyCanyonAZ,Hesperopsis alpheus,1,NA
2019,8,29,Helen,Cottonwood,Hylephila phyleus,7,NA
2020,8,26,Helen,Cottonwood,Hylephila phyleus,9,NA
2021,9,25,Helen,McDowellSonoranPreserve,Hylephila phyleus,19,NA
2019,8,6,Helen,PatagoniaAZ,Hylephila phyleus,13,NA
2019,8,1,Helen,RamseyCanyonAZ,Hylephila phyleus,1,NA
2020,7,28,Helen,RamseyCanyonAZ,Hylephila phyleus,3,NA
2019,7,23,Helen,SabinoCanyonAZ,Hylephila phyleus,26,NA
2020,4,3,Helen,SabinoCanyonAZ,Hylephila phyleus,19,NA
2020,7,29,Helen,SabinoCanyonAZ,Hylephila phyleus,44,NA
2019,9,28,Helen,SantaRitaMountains,Hylephila phyleus,1,NA
2020,7,28,Helen,RamseyCanyonAZ,Hypaurotis crysalus,2,NA
2019,7,23,Helen,SabinoCanyonAZ,Hypaurotis crysalus,6,NA
2019,7,28,Helen,SantaRitaMountains,Hypaurotis crysalus,7,NA
2020,7,31,Helen,SantaRitaMountains,Hypaurotis crysalus,11,NA
2019,9,7,Helen,BoyceThompsonArboretum,Junonia coenia,3,NA
2020,9,12,Helen,BoyceThompsonArboretum,Junonia coenia,1,NA
2019,8,29,Helen,Cottonwood,Junonia coenia,9,NA
2020,8,26,Helen,Cottonwood,Junonia coenia,39,NA
2019,7,25,Helen,GrandCanyonN,Junonia coenia,8,NA
2019,4,6,Helen,McDowellSonoranPreserve,Junonia coenia,22,NA
2019,9,28,Helen,McDowellSonoranPreserve,Junonia coenia,2,NA
2020,4,4,Helen,McDowellSonoranPreserve,Junonia coenia,113,NA
2021,9,25,Helen,McDowellSonoranPreserve,Junonia coenia,1,NA
2019,8,6,Helen,PatagoniaAZ,Junonia coenia,19,NA
2019,7,25,Helen,PortalAZ,Junonia coenia,12,NA
2020,8,2,Helen,PortalAZ,Junonia coenia,16,NA
2019,8,1,Helen,RamseyCanyonAZ,Junonia coenia,5,NA
2020,7,28,Helen,RamseyCanyonAZ,Junonia coenia,19,NA
2019,7,23,Helen,SabinoCanyonAZ,Junonia coenia,24,NA
2020,4,3,Helen,SabinoCanyonAZ,Junonia coenia,314,NA
2020,7,29,Helen,SabinoCanyonAZ,Junonia coenia,4,NA
2019,7,28,Helen,SantaRitaMountains,Junonia coenia,10,NA
2019,9,28,Helen,SantaRitaMountains,Junonia coenia,9,NA
2020,7,31,Helen,SantaRitaMountains,Junonia coenia,8,NA
2020,10,4,Helen,SantaRitaMountains,Junonia coenia,1,NA
2019,8,6,Helen,PatagoniaAZ,Junonia evarete,46,NA
2019,7,25,Helen,PortalAZ,Junonia evarete,1,NA
2019,8,1,Helen,RamseyCanyonAZ,Junonia evarete,2,NA
2020,7,28,Helen,RamseyCanyonAZ,Junonia evarete,5,NA
2019,7,23,Helen,SabinoCanyonAZ,Junonia evarete,4,NA
2020,4,3,Helen,SabinoCanyonAZ,Junonia evarete,20,NA
2020,7,29,Helen,SabinoCanyonAZ,Junonia evarete,1,NA
2019,7,28,Helen,SantaRitaMountains,Junonia evarete,3,NA
2019,9,28,Helen,SantaRitaMountains,Junonia evarete,16,NA
2020,7,31,Helen,SantaRitaMountains,Junonia evarete,2,NA
2020,10,4,Helen,SantaRitaMountains,Junonia evarete,1,NA
2019,8,6,Helen,PatagoniaAZ,Kricogonia lyside,3,NA
2019,9,7,Helen,BoyceThompsonArboretum,Leptotes marina,2,NA
2019,8,29,Helen,Cottonwood,Leptotes marina,6,NA
2019,7,25,Helen,GrandCanyonN,Leptotes marina,4,NA
2019,4,6,Helen,McDowellSonoranPreserve,Leptotes marina,2,NA
2021,4,3,Helen,McDowellSonoranPreserve,Leptotes marina,1,NA
2021,9,25,Helen,McDowellSonoranPreserve,Leptotes marina,15,NA
2019,8,6,Helen,PatagoniaAZ,Leptotes marina,73,NA
2019,7,25,Helen,PortalAZ,Leptotes marina,14,NA
2020,8,2,Helen,PortalAZ,Leptotes marina,1,NA
2019,8,1,Helen,RamseyCanyonAZ,Leptotes marina,29,NA
2020,7,28,Helen,RamseyCanyonAZ,Leptotes marina,14,NA
2019,7,23,Helen,SabinoCanyonAZ,Leptotes marina,27,NA
2020,4,3,Helen,SabinoCanyonAZ,Leptotes marina,28,NA
2020,7,29,Helen,SabinoCanyonAZ,Leptotes marina,42,NA
2019,7,28,Helen,SantaRitaMountains,Leptotes marina,27,NA
2019,9,28,Helen,SantaRitaMountains,Leptotes marina,434,NA
2020,7,31,Helen,SantaRitaMountains,Leptotes marina,61,NA
2020,10,4,Helen,SantaRitaMountains,Leptotes marina,22,NA
2019,8,6,Helen,PatagoniaAZ,Lerema accius,4,NA
2020,7,28,Helen,RamseyCanyonAZ,Lerema accius,1,NA
2021,9,25,Helen,McDowellSonoranPreserve,Lerodea arabus,1,NA
2020,4,3,Helen,SabinoCanyonAZ,Lerodea arabus,3,NA
2020,9,12,Helen,BoyceThompsonArboretum,Lerodea eufala,1,NA
2019,9,28,Helen,McDowellSonoranPreserve,Lerodea eufala,1,NA
2021,9,25,Helen,McDowellSonoranPreserve,Lerodea eufala,15,NA
2019,8,6,Helen,PatagoniaAZ,Lerodea eufala,3,NA
2020,7,28,Helen,RamseyCanyonAZ,Lerodea eufala,2,NA
2019,9,28,Helen,SantaRitaMountains,Lerodea eufala,1,NA
2020,7,31,Helen,SantaRitaMountains,Lerodea eufala,1,NA
2020,9,12,Helen,BoyceThompsonArboretum,Libytheana carinenta,1,NA
2019,4,6,Helen,McDowellSonoranPreserve,Libytheana carinenta,12,NA
2019,9,28,Helen,McDowellSonoranPreserve,Libytheana carinenta,1,NA
2021,9,25,Helen,McDowellSonoranPreserve,Libytheana carinenta,1378,NA
2019,8,6,Helen,PatagoniaAZ,Libytheana carinenta,2,NA
2020,7,28,Helen,RamseyCanyonAZ,Libytheana carinenta,1,NA
2020,4,3,Helen,SabinoCanyonAZ,Libytheana carinenta,5,NA
2019,7,28,Helen,SantaRitaMountains,Libytheana carinenta,1,NA
2019,9,28,Helen,SantaRitaMountains,Libytheana carinenta,48,NA
2020,7,31,Helen,SantaRitaMountains,Libytheana carinenta,2,NA
2020,10,4,Helen,SantaRitaMountains,Libytheana carinenta,14,NA
2019,8,29,Helen,Cottonwood,Limenitis archippus,10,NA
2020,8,26,Helen,Cottonwood,Limenitis archippus,6,NA
2019,8,6,Helen,PatagoniaAZ,Limenitis archippus,5,NA
2019,8,1,Helen,RamseyCanyonAZ,Limenitis archippus,1,NA
2020,7,28,Helen,RamseyCanyonAZ,Limenitis archippus,4,NA
2019,7,23,Helen,SabinoCanyonAZ,Limenitis archippus,1,NA
2019,8,29,Helen,Cottonwood,Limenitis arthemis,1,NA
2019,8,6,Helen,PatagoniaAZ,Limenitis arthemis,6,NA
2019,7,25,Helen,PortalAZ,Limenitis arthemis,5,NA
2020,8,2,Helen,PortalAZ,Limenitis arthemis,6,NA
2019,8,1,Helen,RamseyCanyonAZ,Limenitis arthemis,7,NA
2020,7,28,Helen,RamseyCanyonAZ,Limenitis arthemis,12,NA
2019,7,23,Helen,SabinoCanyonAZ,Limenitis arthemis,3,NA
2020,4,3,Helen,SabinoCanyonAZ,Limenitis arthemis,6,NA
2020,7,29,Helen,SabinoCanyonAZ,Limenitis arthemis,2,NA
2019,7,28,Helen,SantaRitaMountains,Limenitis arthemis,20,NA
2019,9,28,Helen,SantaRitaMountains,Limenitis arthemis,21,NA
2020,7,31,Helen,SantaRitaMountains,Limenitis arthemis,9,NA
2020,10,4,Helen,SantaRitaMountains,Limenitis arthemis,3,NA
2019,7,25,Helen,GrandCanyonN,Limenitis weidemeyerii,1,NA
2019,8,29,Helen,Cottonwood,Megisto rubricata,1,NA
2019,8,6,Helen,PatagoniaAZ,Megisto rubricata,20,NA
2019,7,25,Helen,PortalAZ,Megisto rubricata,8,NA
2020,8,2,Helen,PortalAZ,Megisto rubricata,8,NA
2019,8,1,Helen,RamseyCanyonAZ,Megisto rubricata,26,NA
2020,7,28,Helen,RamseyCanyonAZ,Megisto rubricata,48,NA
2019,7,23,Helen,SabinoCanyonAZ,Megisto rubricata,10,NA
2019,7,28,Helen,SantaRitaMountains,Megisto rubricata,14,NA
2019,9,28,Helen,SantaRitaMountains,Megisto rubricata,21,NA
2020,7,31,Helen,SantaRitaMountains,Megisto rubricata,19,NA
2020,10,4,Helen,SantaRitaMountains,Megisto rubricata,54,NA
2019,4,6,Helen,McDowellSonoranPreserve,Microtia dymas,3,NA
2021,9,25,Helen,McDowellSonoranPreserve,Microtia dymas,25,NA
2019,8,6,Helen,PatagoniaAZ,Microtia dymas,349,NA
2019,7,23,Helen,SabinoCanyonAZ,Microtia dymas,1,NA
2020,4,3,Helen,SabinoCanyonAZ,Microtia dymas,232,NA
2019,7,28,Helen,SantaRitaMountains,Microtia dymas,6,NA
2019,9,28,Helen,SantaRitaMountains,Microtia dymas,16,NA
2020,7,31,Helen,SantaRitaMountains,Microtia dymas,84,NA
2020,10,4,Helen,SantaRitaMountains,Microtia dymas,3,NA
2019,8,6,Helen,PatagoniaAZ,Microtia elva,3,NA
2019,8,29,Helen,Cottonwood,Ministrymon leda,1,NA
2020,8,26,Helen,Cottonwood,Ministrymon leda,1,NA
2021,9,25,Helen,McDowellSonoranPreserve,Ministrymon leda,3,NA
2019,8,6,Helen,PatagoniaAZ,Ministrymon leda,55,NA
2019,7,25,Helen,PortalAZ,Ministrymon leda,6,NA
2019,8,1,Helen,RamseyCanyonAZ,Ministrymon leda,5,NA
2020,7,28,Helen,RamseyCanyonAZ,Ministrymon leda,7,NA
2019,7,23,Helen,SabinoCanyonAZ,Ministrymon leda,4,NA
2020,7,29,Helen,SabinoCanyonAZ,Ministrymon leda,20,NA
