Year,Month,Day,DataSource,Site,AcceptedName,ButterflyCount,HoursObserved
2012,7,29,Matt,SantaRitaMountains,Achalarus casica,1,18.5
2013,7,28,Matt,SantaRitaMountains,Achalarus casica,1,26.5
2015,7,26,Matt,SantaRitaMountains,Achalarus casica,3,43
2004,7,28,Matt,SycamoreCreekAZ,Achalarus casica,3,5.3
1980,7,19,Matt,AtascosaHighlandsAZ,Adelpha bredowii,1,26
1983,7,30,Matt,AtascosaHighlandsAZ,Adelpha bredowii,15,26
1984,8,5,Matt,AtascosaHighlandsAZ,Adelpha bredowii,7,41
1985,8,17,Matt,AtascosaHighlandsAZ,Adelpha bredowii,2,22
1986,8,30,Matt,AtascosaHighlandsAZ,Adelpha bredowii,3,35
1988,8,13,Matt,AtascosaHighlandsAZ,Adelpha bredowii,5,33.5
1990,8,18,Matt,AtascosaHighlandsAZ,Adelpha bredowii,2,50
1991,8,10,Matt,AtascosaHighlandsAZ,Adelpha bredowii,1,43.5
1992,8,16,Matt,AtascosaHighlandsAZ,Adelpha bredowii,6,62
1993,8,14,Matt,AtascosaHighlandsAZ,Adelpha bredowii,6,45
1996,8,18,Matt,AtascosaHighlandsAZ,Adelpha bredowii,2,42
1997,8,16,Matt,AtascosaHighlandsAZ,Adelpha bredowii,3,49
1998,8,15,Matt,AtascosaHighlandsAZ,Adelpha bredowii,25,53.5
1999,8,14,Matt,AtascosaHighlandsAZ,Adelpha bredowii,2,64
2000,8,19,Matt,AtascosaHighlandsAZ,Adelpha bredowii,49,65
2001,8,18,Matt,AtascosaHighlandsAZ,Adelpha bredowii,13,56
2009,9,12,Matt,BoyceThompsonArboretum,Adelpha bredowii,4,9.5
2010,9,11,Matt,BoyceThompsonArboretum,Adelpha bredowii,2,12
2011,9,10,Matt,BoyceThompsonArboretum,Adelpha bredowii,1,25
2012,9,15,Matt,BoyceThompsonArboretum,Adelpha bredowii,7,14
2014,9,6,Matt,BoyceThompsonArboretum,Adelpha bredowii,7,10.5
2016,9,10,Matt,BoyceThompsonArboretum,Adelpha bredowii,1,7
2017,9,9,Matt,BoyceThompsonArboretum,Adelpha bredowii,5,12
2018,9,8,Matt,BoyceThompsonArboretum,Adelpha bredowii,1,9
2017,9,4,Matt,Cottonwood,Adelpha bredowii,1,8
2015,5,31,Matt,GrandCanyonDesertView,Adelpha bredowii,1,6
2015,6,14,Matt,GrandCanyonSouthRim,Adelpha bredowii,4,6
1986,8,4,Matt,GuadalupeCanyonAZNM,Adelpha bredowii,1,10
1986,8,23,Matt,PatagoniaAZ,Adelpha bredowii,9,54
1987,8,15,Matt,PatagoniaAZ,Adelpha bredowii,8,54
1988,8,6,Matt,PatagoniaAZ,Adelpha bredowii,20,52
1989,8,13,Matt,PatagoniaAZ,Adelpha bredowii,9,65
1990,8,11,Matt,PatagoniaAZ,Adelpha bredowii,6,37
1991,8,6,Matt,PatagoniaAZ,Adelpha bredowii,28,61
1992,8,9,Matt,PatagoniaAZ,Adelpha bredowii,18,56.5
1993,8,7,Matt,PatagoniaAZ,Adelpha bredowii,43,55
1994,8,6,Matt,PatagoniaAZ,Adelpha bredowii,2,75
1995,8,13,Matt,PatagoniaAZ,Adelpha bredowii,12,60
1997,8,9,Matt,PatagoniaAZ,Adelpha bredowii,4,51
1998,8,8,Matt,PatagoniaAZ,Adelpha bredowii,98,66.5
1999,8,9,Matt,PatagoniaAZ,Adelpha bredowii,3,72.5
2000,8,12,Matt,PatagoniaAZ,Adelpha bredowii,49,64
2001,8,11,Matt,PatagoniaAZ,Adelpha bredowii,23,75
2002,8,10,Matt,PatagoniaAZ,Adelpha bredowii,6,47.5
2003,8,9,Matt,PatagoniaAZ,Adelpha bredowii,21,43.5
2004,8,7,Matt,PatagoniaAZ,Adelpha bredowii,15,38
2005,8,6,Matt,PatagoniaAZ,Adelpha bredowii,9,61.5
2006,8,5,Matt,PatagoniaAZ,Adelpha bredowii,1,35
2007,8,18,Matt,PatagoniaAZ,Adelpha bredowii,4,58
2008,8,9,Matt,PatagoniaAZ,Adelpha bredowii,3,56
2009,8,8,Matt,PatagoniaAZ,Adelpha bredowii,3,71
2010,8,7,Matt,PatagoniaAZ,Adelpha bredowii,22,82
2011,8,6,Matt,PatagoniaAZ,Adelpha bredowii,1,79
2012,8,11,Matt,PatagoniaAZ,Adelpha bredowii,27,62
2013,8,10,Matt,PatagoniaAZ,Adelpha bredowii,14,73
2015,8,11,Matt,PatagoniaAZ,Adelpha bredowii,10,81
2016,8,8,Matt,PatagoniaAZ,Adelpha bredowii,2,45.5
2017,8,7,Matt,PatagoniaAZ,Adelpha bredowii,3,54
2018,8,12,Matt,PatagoniaAZ,Adelpha bredowii,16,62.5
1999,8,28,Matt,PortalAZ,Adelpha bredowii,41,62
2000,7,29,Matt,PortalAZ,Adelpha bredowii,10,45
2001,7,28,Matt,PortalAZ,Adelpha bredowii,23,28.5
2002,7,27,Matt,PortalAZ,Adelpha bredowii,2,25
2003,7,26,Matt,PortalAZ,Adelpha bredowii,27,16
2004,8,14,Matt,PortalAZ,Adelpha bredowii,6,33.5
2005,8,13,Matt,PortalAZ,Adelpha bredowii,25,32
2009,7,25,Matt,PortalAZ,Adelpha bredowii,14,20
2012,7,28,Matt,PortalAZ,Adelpha bredowii,19,18
2013,7,27,Matt,PortalAZ,Adelpha bredowii,1,22.5
2014,7,26,Matt,PortalAZ,Adelpha bredowii,15,17
2015,8,2,Matt,PortalAZ,Adelpha bredowii,13,15.5
2016,7,23,Matt,PortalAZ,Adelpha bredowii,7,20
2017,7,23,Matt,PortalAZ,Adelpha bredowii,1,20
2018,7,27,Matt,PortalAZ,Adelpha bredowii,3,26.5
1979,7,15,Matt,RamseyCanyonAZ,Adelpha bredowii,34,32
1980,7,13,Matt,RamseyCanyonAZ,Adelpha bredowii,4,17
1981,7,19,Matt,RamseyCanyonAZ,Adelpha bredowii,22,27
1982,6,24,Matt,RamseyCanyonAZ,Adelpha bredowii,46,33
1983,8,6,Matt,RamseyCanyonAZ,Adelpha bredowii,77,56
1984,8,11,Matt,RamseyCanyonAZ,Adelpha bredowii,6,58.5
1985,8,10,Matt,RamseyCanyonAZ,Adelpha bredowii,45,52
1986,8,16,Matt,RamseyCanyonAZ,Adelpha bredowii,250,52
1987,8,9,Matt,RamseyCanyonAZ,Adelpha bredowii,35,69
1988,7,30,Matt,RamseyCanyonAZ,Adelpha bredowii,8,28
1989,8,6,Matt,RamseyCanyonAZ,Adelpha bredowii,30,61
1990,8,4,Matt,RamseyCanyonAZ,Adelpha bredowii,32,55
1991,7,30,Matt,RamseyCanyonAZ,Adelpha bredowii,22,61.5
1992,8,2,Matt,RamseyCanyonAZ,Adelpha bredowii,14,55
1993,7,31,Matt,RamseyCanyonAZ,Adelpha bredowii,101,45.5
1994,7,30,Matt,RamseyCanyonAZ,Adelpha bredowii,10,44
1995,8,6,Matt,RamseyCanyonAZ,Adelpha bredowii,172,70
1996,8,5,Matt,RamseyCanyonAZ,Adelpha bredowii,51,67.5
1997,8,2,Matt,RamseyCanyonAZ,Adelpha bredowii,44,58
1998,8,1,Matt,RamseyCanyonAZ,Adelpha bredowii,26,56.5
1999,8,3,Matt,RamseyCanyonAZ,Adelpha bredowii,5,76
2000,8,5,Matt,RamseyCanyonAZ,Adelpha bredowii,105,56
2001,8,4,Matt,RamseyCanyonAZ,Adelpha bredowii,185,63
2002,8,3,Matt,RamseyCanyonAZ,Adelpha bredowii,5,52
2003,8,2,Matt,RamseyCanyonAZ,Adelpha bredowii,7,47
2004,7,31,Matt,RamseyCanyonAZ,Adelpha bredowii,177,43.5
2005,7,31,Matt,RamseyCanyonAZ,Adelpha bredowii,27,54.5
2006,7,29,Matt,RamseyCanyonAZ,Adelpha bredowii,1,49
2007,8,11,Matt,RamseyCanyonAZ,Adelpha bredowii,55,50
2008,8,2,Matt,RamseyCanyonAZ,Adelpha bredowii,21,54
2009,8,1,Matt,RamseyCanyonAZ,Adelpha bredowii,99,45
2010,7,31,Matt,RamseyCanyonAZ,Adelpha bredowii,4,50
2011,7,30,Matt,RamseyCanyonAZ,Adelpha bredowii,3,46.5
2012,8,4,Matt,RamseyCanyonAZ,Adelpha bredowii,23,56
2013,8,3,Matt,RamseyCanyonAZ,Adelpha bredowii,47,82
2014,8,2,Matt,RamseyCanyonAZ,Adelpha bredowii,1,45.5
2015,8,6,Matt,RamseyCanyonAZ,Adelpha bredowii,87,53
2016,8,1,Matt,RamseyCanyonAZ,Adelpha bredowii,4,41.5
2017,8,1,Matt,RamseyCanyonAZ,Adelpha bredowii,6,44
2018,8,6,Matt,RamseyCanyonAZ,Adelpha bredowii,67,59.5
1993,7,30,Matt,SabinoCanyonAZ,Adelpha bredowii,4,5
1994,7,22,Matt,SabinoCanyonAZ,Adelpha bredowii,23,24
1995,7,29,Matt,SabinoCanyonAZ,Adelpha bredowii,1,18
1997,7,26,Matt,SabinoCanyonAZ,Adelpha bredowii,1,19
2001,7,18,Matt,SabinoCanyonAZ,Adelpha bredowii,5,23
2008,7,19,Matt,SabinoCanyonAZ,Adelpha bredowii,6,14
2010,7,17,Matt,SabinoCanyonAZ,Adelpha bredowii,4,32
2011,7,16,Matt,SabinoCanyonAZ,Adelpha bredowii,1,26.5
2013,7,20,Matt,SabinoCanyonAZ,Adelpha bredowii,2,31.5
2016,7,16,Matt,SabinoCanyonAZ,Adelpha bredowii,1,45.5
2017,7,15,Matt,SabinoCanyonAZ,Adelpha bredowii,1,38.5
2018,7,31,Matt,SabinoCanyonAZ,Adelpha bredowii,4,33.5
2012,7,29,Matt,SantaRitaMountains,Adelpha bredowii,4,18.5
2013,7,28,Matt,SantaRitaMountains,Adelpha bredowii,10,26.5
2014,7,27,Matt,SantaRitaMountains,Adelpha bredowii,10,27
2015,7,26,Matt,SantaRitaMountains,Adelpha bredowii,17,43
2016,7,31,Matt,SantaRitaMountains,Adelpha bredowii,11,40.5
2017,7,26,Matt,SantaRitaMountains,Adelpha bredowii,8,38
2018,7,29,Matt,SantaRitaMountains,Adelpha bredowii,17,41.5
1980,7,15,Matt,SpringervilleAZ,Adelpha bredowii,3,9
2004,7,28,Matt,SycamoreCreekAZ,Adelpha bredowii,10,5.3
1989,8,13,Matt,PatagoniaAZ,Adopaeoides prittwitzi,1,65
2009,9,12,Matt,BoyceThompsonArboretum,Agathymus aryxna,6,9.5
2011,9,10,Matt,BoyceThompsonArboretum,Agathymus aryxna,1,25
2012,9,15,Matt,BoyceThompsonArboretum,Agathymus aryxna,1,14
2016,9,10,Matt,BoyceThompsonArboretum,Agathymus aryxna,4,7
2017,9,9,Matt,BoyceThompsonArboretum,Agathymus aryxna,1,12
2015,10,3,Matt,McDowellSonoranPreserve,Agathymus aryxna,1,14.5
1980,7,19,Matt,AtascosaHighlandsAZ,Agraulis vanillae,3,26
1983,7,30,Matt,AtascosaHighlandsAZ,Agraulis vanillae,10,26
1984,8,5,Matt,AtascosaHighlandsAZ,Agraulis vanillae,35,41
1985,8,17,Matt,AtascosaHighlandsAZ,Agraulis vanillae,10,22
1986,8,30,Matt,AtascosaHighlandsAZ,Agraulis vanillae,36,35
1987,8,22,Matt,AtascosaHighlandsAZ,Agraulis vanillae,4,35
1988,8,13,Matt,AtascosaHighlandsAZ,Agraulis vanillae,15,33.5
1989,8,20,Matt,AtascosaHighlandsAZ,Agraulis vanillae,10,56
1990,8,18,Matt,AtascosaHighlandsAZ,Agraulis vanillae,130,50
1992,8,16,Matt,AtascosaHighlandsAZ,Agraulis vanillae,92,62
1993,8,14,Matt,AtascosaHighlandsAZ,Agraulis vanillae,24,45
1994,8,13,Matt,AtascosaHighlandsAZ,Agraulis vanillae,23,28
1995,8,20,Matt,AtascosaHighlandsAZ,Agraulis vanillae,9,51
1996,8,18,Matt,AtascosaHighlandsAZ,Agraulis vanillae,4,42
1997,8,16,Matt,AtascosaHighlandsAZ,Agraulis vanillae,19,49
1998,8,15,Matt,AtascosaHighlandsAZ,Agraulis vanillae,78,53.5
1999,8,14,Matt,AtascosaHighlandsAZ,Agraulis vanillae,25,64
2000,8,19,Matt,AtascosaHighlandsAZ,Agraulis vanillae,51,65
2001,8,18,Matt,AtascosaHighlandsAZ,Agraulis vanillae,38,56
2007,8,11,Matt,BoyceThompsonArboretum,Agraulis vanillae,1,15
2010,9,11,Matt,BoyceThompsonArboretum,Agraulis vanillae,2,12
2013,9,7,Matt,BoyceThompsonArboretum,Agraulis vanillae,2,16
1986,8,4,Matt,GuadalupeCanyonAZNM,Agraulis vanillae,1,10
1986,8,23,Matt,PatagoniaAZ,Agraulis vanillae,11,54
1987,8,15,Matt,PatagoniaAZ,Agraulis vanillae,5,54
1989,8,13,Matt,PatagoniaAZ,Agraulis vanillae,3,65
1990,8,11,Matt,PatagoniaAZ,Agraulis vanillae,1,37
1991,8,6,Matt,PatagoniaAZ,Agraulis vanillae,2,61
1992,8,9,Matt,PatagoniaAZ,Agraulis vanillae,3,56.5
1993,8,7,Matt,PatagoniaAZ,Agraulis vanillae,5,55
1994,8,6,Matt,PatagoniaAZ,Agraulis vanillae,2,75
1995,8,13,Matt,PatagoniaAZ,Agraulis vanillae,3,60
1996,8,11,Matt,PatagoniaAZ,Agraulis vanillae,3,40
1997,8,9,Matt,PatagoniaAZ,Agraulis vanillae,6,51
1998,8,8,Matt,PatagoniaAZ,Agraulis vanillae,13,66.5
1999,8,9,Matt,PatagoniaAZ,Agraulis vanillae,1,72.5
2000,8,12,Matt,PatagoniaAZ,Agraulis vanillae,25,64
2001,8,11,Matt,PatagoniaAZ,Agraulis vanillae,21,75
2002,8,10,Matt,PatagoniaAZ,Agraulis vanillae,6,47.5
2003,8,9,Matt,PatagoniaAZ,Agraulis vanillae,9,43.5
2004,8,7,Matt,PatagoniaAZ,Agraulis vanillae,7,38
2005,8,6,Matt,PatagoniaAZ,Agraulis vanillae,3,61.5
2006,8,5,Matt,PatagoniaAZ,Agraulis vanillae,4,35
2007,8,18,Matt,PatagoniaAZ,Agraulis vanillae,26,58
2008,8,9,Matt,PatagoniaAZ,Agraulis vanillae,20,56
2009,8,8,Matt,PatagoniaAZ,Agraulis vanillae,19,71
2010,8,7,Matt,PatagoniaAZ,Agraulis vanillae,21,82
2011,8,6,Matt,PatagoniaAZ,Agraulis vanillae,10,79
2012,8,11,Matt,PatagoniaAZ,Agraulis vanillae,30,62
2013,8,10,Matt,PatagoniaAZ,Agraulis vanillae,10,73
2014,8,9,Matt,PatagoniaAZ,Agraulis vanillae,6,80
2015,8,11,Matt,PatagoniaAZ,Agraulis vanillae,10,81
2016,8,8,Matt,PatagoniaAZ,Agraulis vanillae,11,45.5
2017,8,7,Matt,PatagoniaAZ,Agraulis vanillae,12,54
2018,8,12,Matt,PatagoniaAZ,Agraulis vanillae,14,62.5
1999,8,28,Matt,PortalAZ,Agraulis vanillae,5,62
2000,7,29,Matt,PortalAZ,Agraulis vanillae,2,45
2003,7,26,Matt,PortalAZ,Agraulis vanillae,2,16
2012,7,28,Matt,PortalAZ,Agraulis vanillae,31,18
2014,7,26,Matt,PortalAZ,Agraulis vanillae,6,17
1979,7,15,Matt,RamseyCanyonAZ,Agraulis vanillae,1,32
1982,6,24,Matt,RamseyCanyonAZ,Agraulis vanillae,1,33
1983,8,6,Matt,RamseyCanyonAZ,Agraulis vanillae,1,56
1984,8,11,Matt,RamseyCanyonAZ,Agraulis vanillae,2,58.5
1989,8,6,Matt,RamseyCanyonAZ,Agraulis vanillae,1,61
1995,8,6,Matt,RamseyCanyonAZ,Agraulis vanillae,6,70
1997,8,2,Matt,RamseyCanyonAZ,Agraulis vanillae,5,58
1998,8,1,Matt,RamseyCanyonAZ,Agraulis vanillae,1,56.5
1999,8,3,Matt,RamseyCanyonAZ,Agraulis vanillae,2,76
2000,8,5,Matt,RamseyCanyonAZ,Agraulis vanillae,4,56
2005,7,31,Matt,RamseyCanyonAZ,Agraulis vanillae,2,54.5
2006,7,29,Matt,RamseyCanyonAZ,Agraulis vanillae,2,49
2007,8,11,Matt,RamseyCanyonAZ,Agraulis vanillae,5,50
2008,8,2,Matt,RamseyCanyonAZ,Agraulis vanillae,6,54
2009,8,1,Matt,RamseyCanyonAZ,Agraulis vanillae,12,45
2010,7,31,Matt,RamseyCanyonAZ,Agraulis vanillae,4,50
2012,8,4,Matt,RamseyCanyonAZ,Agraulis vanillae,4,56
2013,8,3,Matt,RamseyCanyonAZ,Agraulis vanillae,7,82
2014,8,2,Matt,RamseyCanyonAZ,Agraulis vanillae,13,45.5
2015,8,6,Matt,RamseyCanyonAZ,Agraulis vanillae,8,53
2016,8,1,Matt,RamseyCanyonAZ,Agraulis vanillae,3,41.5
2017,8,1,Matt,RamseyCanyonAZ,Agraulis vanillae,1,44
2018,8,6,Matt,RamseyCanyonAZ,Agraulis vanillae,4,59.5
1993,7,30,Matt,SabinoCanyonAZ,Agraulis vanillae,3,5
1994,7,22,Matt,SabinoCanyonAZ,Agraulis vanillae,1,24
2000,7,26,Matt,SabinoCanyonAZ,Agraulis vanillae,1,21.5
2008,7,19,Matt,SabinoCanyonAZ,Agraulis vanillae,1,14
2012,7,21,Matt,SabinoCanyonAZ,Agraulis vanillae,1,18
2013,7,20,Matt,SabinoCanyonAZ,Agraulis vanillae,1,31.5
2018,7,31,Matt,SabinoCanyonAZ,Agraulis vanillae,2,33.5
2012,7,29,Matt,SantaRitaMountains,Agraulis vanillae,3,18.5
2014,7,27,Matt,SantaRitaMountains,Agraulis vanillae,3,27
2015,7,26,Matt,SantaRitaMountains,Agraulis vanillae,3,43
2016,7,31,Matt,SantaRitaMountains,Agraulis vanillae,3,40.5
2017,7,26,Matt,SantaRitaMountains,Agraulis vanillae,1,38
2018,7,29,Matt,SantaRitaMountains,Agraulis vanillae,4,41.5
2015,7,5,Matt,GrandCanyonNorthRim,Agriades glandon,4,6
1980,7,19,Matt,AtascosaHighlandsAZ,Amblyscirtes aenus,9,26
1983,7,30,Matt,AtascosaHighlandsAZ,Amblyscirtes aenus,50,26
1984,8,5,Matt,AtascosaHighlandsAZ,Amblyscirtes aenus,27,41
1985,8,17,Matt,AtascosaHighlandsAZ,Amblyscirtes aenus,4,22
1987,8,22,Matt,AtascosaHighlandsAZ,Amblyscirtes aenus,10,35
1988,8,13,Matt,AtascosaHighlandsAZ,Amblyscirtes aenus,11,33.5
1989,8,20,Matt,AtascosaHighlandsAZ,Amblyscirtes aenus,21,56
1990,8,18,Matt,AtascosaHighlandsAZ,Amblyscirtes aenus,16,50
1991,8,10,Matt,AtascosaHighlandsAZ,Amblyscirtes aenus,57,43.5
1992,8,16,Matt,AtascosaHighlandsAZ,Amblyscirtes aenus,2,62
1993,8,14,Matt,AtascosaHighlandsAZ,Amblyscirtes aenus,13,45
1994,8,13,Matt,AtascosaHighlandsAZ,Amblyscirtes aenus,8,28
1995,8,20,Matt,AtascosaHighlandsAZ,Amblyscirtes aenus,17,51
1996,8,18,Matt,AtascosaHighlandsAZ,Amblyscirtes aenus,9,42
1997,8,16,Matt,AtascosaHighlandsAZ,Amblyscirtes aenus,89,49
1998,8,15,Matt,AtascosaHighlandsAZ,Amblyscirtes aenus,29,53.5
1999,8,14,Matt,AtascosaHighlandsAZ,Amblyscirtes aenus,5,64
2000,8,19,Matt,AtascosaHighlandsAZ,Amblyscirtes aenus,1,65
2001,8,18,Matt,AtascosaHighlandsAZ,Amblyscirtes aenus,1,56
1986,8,4,Matt,GuadalupeCanyonAZNM,Amblyscirtes aenus,1,10
1987,8,15,Matt,PatagoniaAZ,Amblyscirtes aenus,5,54
1988,8,6,Matt,PatagoniaAZ,Amblyscirtes aenus,7,52
1989,8,13,Matt,PatagoniaAZ,Amblyscirtes aenus,21,65
1990,8,11,Matt,PatagoniaAZ,Amblyscirtes aenus,14,37
1991,8,6,Matt,PatagoniaAZ,Amblyscirtes aenus,38,61
1992,8,9,Matt,PatagoniaAZ,Amblyscirtes aenus,15,56.5
1993,8,7,Matt,PatagoniaAZ,Amblyscirtes aenus,9,55
1994,8,6,Matt,PatagoniaAZ,Amblyscirtes aenus,14,75
1995,8,13,Matt,PatagoniaAZ,Amblyscirtes aenus,42,60
1996,8,11,Matt,PatagoniaAZ,Amblyscirtes aenus,15,40
1997,8,9,Matt,PatagoniaAZ,Amblyscirtes aenus,108,51
1998,8,8,Matt,PatagoniaAZ,Amblyscirtes aenus,86,66.5
1999,8,9,Matt,PatagoniaAZ,Amblyscirtes aenus,21,72.5
2000,8,12,Matt,PatagoniaAZ,Amblyscirtes aenus,1,64
2001,8,11,Matt,PatagoniaAZ,Amblyscirtes aenus,9,75
2002,8,10,Matt,PatagoniaAZ,Amblyscirtes aenus,9,47.5
2003,8,9,Matt,PatagoniaAZ,Amblyscirtes aenus,29,43.5
2004,8,7,Matt,PatagoniaAZ,Amblyscirtes aenus,38,38
2005,8,6,Matt,PatagoniaAZ,Amblyscirtes aenus,15,61.5
2006,8,5,Matt,PatagoniaAZ,Amblyscirtes aenus,13,35
2007,8,18,Matt,PatagoniaAZ,Amblyscirtes aenus,4,58
2008,8,9,Matt,PatagoniaAZ,Amblyscirtes aenus,10,56
2009,8,8,Matt,PatagoniaAZ,Amblyscirtes aenus,11,71
2010,8,7,Matt,PatagoniaAZ,Amblyscirtes aenus,16,82
2011,8,6,Matt,PatagoniaAZ,Amblyscirtes aenus,20,79
2012,8,11,Matt,PatagoniaAZ,Amblyscirtes aenus,15,62
2013,8,10,Matt,PatagoniaAZ,Amblyscirtes aenus,9,73
2014,8,9,Matt,PatagoniaAZ,Amblyscirtes aenus,15,80
2016,8,8,Matt,PatagoniaAZ,Amblyscirtes aenus,1,45.5
2017,8,7,Matt,PatagoniaAZ,Amblyscirtes aenus,21,54
2018,8,12,Matt,PatagoniaAZ,Amblyscirtes aenus,9,62.5
1999,8,28,Matt,PortalAZ,Amblyscirtes aenus,1,62
2000,7,29,Matt,PortalAZ,Amblyscirtes aenus,10,45
2001,7,28,Matt,PortalAZ,Amblyscirtes aenus,22,28.5
2002,7,27,Matt,PortalAZ,Amblyscirtes aenus,18,25
2003,7,26,Matt,PortalAZ,Amblyscirtes aenus,4,16
2005,8,13,Matt,PortalAZ,Amblyscirtes aenus,2,32
2009,7,25,Matt,PortalAZ,Amblyscirtes aenus,3,20
2012,7,28,Matt,PortalAZ,Amblyscirtes aenus,34,18
2013,7,27,Matt,PortalAZ,Amblyscirtes aenus,30,22.5
2014,7,26,Matt,PortalAZ,Amblyscirtes aenus,13,17
2015,8,2,Matt,PortalAZ,Amblyscirtes aenus,1,15.5
2016,7,23,Matt,PortalAZ,Amblyscirtes aenus,9,20
2017,7,23,Matt,PortalAZ,Amblyscirtes aenus,10,20
2018,7,27,Matt,PortalAZ,Amblyscirtes aenus,21,26.5
1979,7,15,Matt,RamseyCanyonAZ,Amblyscirtes aenus,6,32
1980,7,13,Matt,RamseyCanyonAZ,Amblyscirtes aenus,12,17
1981,7,19,Matt,RamseyCanyonAZ,Amblyscirtes aenus,14,27
1983,8,6,Matt,RamseyCanyonAZ,Amblyscirtes aenus,11,56
1984,8,11,Matt,RamseyCanyonAZ,Amblyscirtes aenus,1,58.5
1989,8,6,Matt,RamseyCanyonAZ,Amblyscirtes aenus,12,61
1990,8,4,Matt,RamseyCanyonAZ,Amblyscirtes aenus,26,55
1991,7,30,Matt,RamseyCanyonAZ,Amblyscirtes aenus,51,61.5
1992,8,2,Matt,RamseyCanyonAZ,Amblyscirtes aenus,6,55
1993,7,31,Matt,RamseyCanyonAZ,Amblyscirtes aenus,12,45.5
1994,7,30,Matt,RamseyCanyonAZ,Amblyscirtes aenus,6,44
1995,8,6,Matt,RamseyCanyonAZ,Amblyscirtes aenus,24,70
1996,8,5,Matt,RamseyCanyonAZ,Amblyscirtes aenus,27,67.5
1997,8,2,Matt,RamseyCanyonAZ,Amblyscirtes aenus,107,58
1998,8,1,Matt,RamseyCanyonAZ,Amblyscirtes aenus,31,56.5
1999,8,3,Matt,RamseyCanyonAZ,Amblyscirtes aenus,24,76
2000,8,5,Matt,RamseyCanyonAZ,Amblyscirtes aenus,5,56
2001,8,4,Matt,RamseyCanyonAZ,Amblyscirtes aenus,21,63
2002,8,3,Matt,RamseyCanyonAZ,Amblyscirtes aenus,15,52
2003,8,2,Matt,RamseyCanyonAZ,Amblyscirtes aenus,3,47
2004,7,31,Matt,RamseyCanyonAZ,Amblyscirtes aenus,19,43.5
2005,7,31,Matt,RamseyCanyonAZ,Amblyscirtes aenus,8,54.5
2006,7,29,Matt,RamseyCanyonAZ,Amblyscirtes aenus,6,49
2007,8,11,Matt,RamseyCanyonAZ,Amblyscirtes aenus,3,50
2008,8,2,Matt,RamseyCanyonAZ,Amblyscirtes aenus,11,54
2009,8,1,Matt,RamseyCanyonAZ,Amblyscirtes aenus,17,45
2010,7,31,Matt,RamseyCanyonAZ,Amblyscirtes aenus,3,50
2011,7,30,Matt,RamseyCanyonAZ,Amblyscirtes aenus,6,46.5
2012,8,4,Matt,RamseyCanyonAZ,Amblyscirtes aenus,33,56
2013,8,3,Matt,RamseyCanyonAZ,Amblyscirtes aenus,21,82
2014,8,2,Matt,RamseyCanyonAZ,Amblyscirtes aenus,16,45.5
2015,8,6,Matt,RamseyCanyonAZ,Amblyscirtes aenus,4,53
2016,8,1,Matt,RamseyCanyonAZ,Amblyscirtes aenus,3,41.5
2017,8,1,Matt,RamseyCanyonAZ,Amblyscirtes aenus,28,44
2018,8,6,Matt,RamseyCanyonAZ,Amblyscirtes aenus,12,59.5
1994,7,22,Matt,SabinoCanyonAZ,Amblyscirtes aenus,1,24
2002,7,31,Matt,SabinoCanyonAZ,Amblyscirtes aenus,1,15
2008,7,19,Matt,SabinoCanyonAZ,Amblyscirtes aenus,1,14
2009,7,18,Matt,SabinoCanyonAZ,Amblyscirtes aenus,4,18
2012,7,21,Matt,SabinoCanyonAZ,Amblyscirtes aenus,1,18
2013,7,20,Matt,SabinoCanyonAZ,Amblyscirtes aenus,2,31.5
2016,7,16,Matt,SabinoCanyonAZ,Amblyscirtes aenus,1,45.5
2018,7,31,Matt,SabinoCanyonAZ,Amblyscirtes aenus,5,33.5
2011,7,31,Matt,SantaRitaMountains,Amblyscirtes aenus,13,16
2012,7,29,Matt,SantaRitaMountains,Amblyscirtes aenus,12,18.5
2013,7,28,Matt,SantaRitaMountains,Amblyscirtes aenus,14,26.5
2014,7,27,Matt,SantaRitaMountains,Amblyscirtes aenus,12,27
2015,7,26,Matt,SantaRitaMountains,Amblyscirtes aenus,18,43
2016,7,31,Matt,SantaRitaMountains,Amblyscirtes aenus,6,40.5
2017,7,26,Matt,SantaRitaMountains,Amblyscirtes aenus,17,38
2018,7,29,Matt,SantaRitaMountains,Amblyscirtes aenus,4,41.5
1983,7,30,Matt,AtascosaHighlandsAZ,Amblyscirtes cassus,2,26
1985,8,17,Matt,AtascosaHighlandsAZ,Amblyscirtes cassus,1,22
1991,8,10,Matt,AtascosaHighlandsAZ,Amblyscirtes cassus,2,43.5
1996,8,18,Matt,AtascosaHighlandsAZ,Amblyscirtes cassus,1,42
1997,8,16,Matt,AtascosaHighlandsAZ,Amblyscirtes cassus,11,49
1998,8,15,Matt,AtascosaHighlandsAZ,Amblyscirtes cassus,1,53.5
1999,8,14,Matt,AtascosaHighlandsAZ,Amblyscirtes cassus,1,64
2001,8,18,Matt,AtascosaHighlandsAZ,Amblyscirtes cassus,1,56
1987,8,15,Matt,PatagoniaAZ,Amblyscirtes cassus,1,54
1989,8,13,Matt,PatagoniaAZ,Amblyscirtes cassus,3,65
1991,8,6,Matt,PatagoniaAZ,Amblyscirtes cassus,28,61
1993,8,7,Matt,PatagoniaAZ,Amblyscirtes cassus,2,55
1994,8,6,Matt,PatagoniaAZ,Amblyscirtes cassus,2,75
